name,platform,r-date,score,user score,developer,genre,players,critics,users
Assassin's Creed Valhalla,PlayStation4,"November 10, 2020",80,7.2,"Ubisoft,UbisoftMontreal","Action Adventure,Open-World",No Online Multiplayer,50,2446
Ys IX: Monstrum Nox,PlayStation4,"February 2, 2021",80,8.1,Falcom,"Role-Playing,General,Action RPG",No Online Multiplayer,48,77
Assassin's Creed: The Rebel Collection,Switch,"December 6, 2019",80,8.2,Ubisoft,"Miscellaneous,Compilation",Online Multiplayer,25,108
Subnautica,PlayStation4,"December 4, 2018",80,7.5,"UnknownWorldsEntertainment,PanicButton","Adventure,General",No Online Multiplayer,18,199
Hand of Fate 2,PC,"November 7, 2017",80,7.4,DefiantDevelopment,"Miscellaneous,Board / Card Game",No Online Multiplayer,27,60
Battlefield 4,PlayStation3,"October 29, 2013",80,5.9,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 22 ,14,632
Disney Infinity 3.0 Edition,PlayStation4,"August 30, 2015",80,6.0,AvalancheSoftware,"Action Adventure,General",Up to 4 ,53,84
Eternal Sonata,PlayStation3,"October 21, 2008",80,7.9,Tri-Crescendo,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",1 Player,34,135
Dungeon Siege II,PC,"August 16, 2005",80,7.8,GasPoweredGames,"Role-Playing,Action RPG,Action RPG",2  Online,51,208
Street Fighter Alpha 3 MAX,PSP,"February 7, 2006",80,8.2,Capcom,"Action,Fighting,Fighting,2D,2D",No info,35,32
Dead Island,PC,"September 5, 2011",80,6.9,Techland,"Action Adventure,Horror,Horror,Survival",4  Online,24,1577
Sam & Max Episode 104: Abe Lincoln Must Die!,PC,"February 22, 2007",80,7.4,TelltaleGames,"Adventure,General,3D,Point-and-Click,Third-Person",1 Player,24,45
SSX On Tour,GameCube,"October 11, 2005",80,7.6,EACanada,"Sports,Alternative,Snowboarding",1-2 ,27,17
Transpose,PlayStation4,"November 6, 2018",80,tbd,SecretLocation,"Adventure,3D,First-Person",No Online Multiplayer,9,0
BlazBlue: Chrono Phantasma Extend,PlayStation4,"June 30, 2015",80,7.6,ArcSystemWorks,"Action,Fighting,2D",Up to 64 ,10,53
Deus Ex: Invisible War,PC,"December 2, 2003",80,6.4,IonStorm,"Action Adventure,Sci-Fi,Sci-Fi,General",No Online Multiplayer,44,323
EyeToy: Play,PlayStation2,"November 4, 2003",80,7.4,"SCEE,ZoeMode","Miscellaneous,General",1-4 ,32,27
The Sims: Makin' Magic,PC,"October 28, 2003",80,7.8,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,22,42
The Mark of Kri,PlayStation2,"July 29, 2002",80,7.6,SCEA,"Action,Beat-'Em-Up",1 Player,37,37
Broken Sword: The Shadow of the Templars,GameBoyAdvance,"March 17, 2002",80,8.5,RevolutionSoftware,"Adventure,General",1 Player,17,19
Bomberman Online,Dreamcast,"October 30, 2001",80,7.8,Hudson,"Strategy,Real-Time,Fantasy",No info,11,5
Project Justice,Dreamcast,"May 16, 2001",80,8.7,Capcom,"Action,Fighting,3D",No info,10,43
Uncharted: Golden Abyss,PlayStationVita,"February 15, 2012",80,7.5,"NaughtyDog,SonyBend","Action Adventure,Modern,Modern,Linear",No Online Multiplayer,80,892
Spider-Man 2,PlayStation2,"June 28, 2004",80,8.7,Treyarch,"Action Adventure,Sci-Fi",1 Player,50,235
Pix the Cat,PlayStation4,"October 7, 2014",80,6.0,PastaGames,"Action,General,Arcade",No info,12,94
Yakuza Kiwami,PlayStation4,"August 29, 2017",80,7.9,RyugaGotokuStudios,"Action Adventure,Open-World",No Online Multiplayer,70,557
Condemned 2: Bloodshot,Xbox360,"March 11, 2008",80,8.4,MonolithProductions,"Action Adventure,Horror,Horror,Survival",Up to 8 ,76,200
Shin Megami Tensei: Strange Journey Redux,3DS,"May 15, 2018",80,4.5,Atlus,"General,Role-Playing,Western-Style",No Online Multiplayer,32,244
Far Cry 3: Blood Dragon,Xbox360,"May 1, 2013",80,8.4,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,51,343
Driver: San Francisco,Xbox360,"September 6, 2011",80,7.7,UbisoftReflections,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",Up to 8 ,63,145
Monster Prom 2: Monster Camp,PC,"October 23, 2020",80,7.3,BeautifulGlitch,"Adventure,Visual Novel",Online Multiplayer,7,4
Under Night In-Birth Exe:Late[cl-r],PlayStation4,"February 20, 2020",80,6.4,French-Bread,"Action,Fighting,2D",Up to 8 ,7,28
Sine Mora EX,XboxOne,"August 8, 2017",80,8.1,DigitalReality,"Action,Shooter,Shoot-'Em-Up,Horizontal",No info,7,7
Flinthook,PC,"April 18, 2017",80,7.0,TributeGames,"Action,Platformer,2D",No Online Multiplayer,10,26
LEGO Star Wars: The Complete Saga,Wii,"November 6, 2007",80,8.7,Traveller'sTales,"Action,Miscellaneous,General,General,Compilation",No Online Multiplayer,17,111
Tom Clancy's Splinter Cell: Double Agent,PC,"November 7, 2006",80,5.9,UbisoftShanghai,"Action Adventure,Modern,General,Modern",No Online Multiplayer,17,246
Blood & Truth,PlayStation4,"May 28, 2019",80,8.0,SCEELondonStudio,"Action,Shooter,Light Gun",No Online Multiplayer,70,249
Medal of Honor: Pacific Assault,PC,"November 4, 2004",80,7.1,EALA,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",32  Online,43,219
Going Under,PlayStation4,"September 24, 2020",80,6.2,AggroCrab,"Action Adventure,General",No Online Multiplayer,10,10
N++,Switch,"May 24, 2018",80,8.6,MetanetSoftwareInc.,"Action,Platformer,2D",No Online Multiplayer,10,17
"Guns, Gore & Cannoli 2",PC,"March 2, 2018",80,7.6,CrazyMonkeyStudios,"Action,Shooter,Third-Person,Arcade",Online Multiplayer,9,39
Battle Brothers,PC,"March 24, 2017",80,7.9,OverhypeStudios,"Strategy,Turn-Based,Tactics",No Online Multiplayer,11,122
BoxBoxBoy!,3DS,"June 30, 2016",80,7.9,HALLabs,"Puzzle,Action",No info,26,16
Space Invaders Extreme,Xbox360,"May 6, 2009",80,8.0,BackboneEntertainment,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Vertical",4  Online,22,5
Trine 4: The Nightmare Prince,XboxOne,"October 8, 2019",80,7.0,"Frozenbyte,Inc.","Action,Platformer,2D",Up to 4 ,16,18
LEGO The Lord of the Rings,Xbox360,"November 13, 2012",80,8.3,TTGames,"Miscellaneous,Action Adventure,Adventure,General,Fantasy,General,Compilation,Linear",No Online Multiplayer,49,92
Etrian Odyssey Untold: The Millennium Girl,3DS,"October 1, 2013",80,8.2,Atlus,"Role-Playing,First-Person,First-Person,Western-Style",No Online Multiplayer,41,102
Metro: Last Light,PlayStation3,"May 14, 2013",80,8.1,4AGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No Online Multiplayer,23,552
Wii Sports Resort,Wii,"July 26, 2009",80,8.2,Nintendo,"Sports,General,General,Individual,Athletics",1-4 ,73,299
Sakuna: Of Rice and Ruin,Switch,"November 10, 2020",80,8.4,Edelweiss,"Role-Playing,Action RPG",No Online Multiplayer,29,58
Crown Trick,Switch,"October 16, 2020",80,8.4,NExTStudios,"Role-Playing,Roguelike",No Online Multiplayer,8,5
Torchlight II,PlayStation4,"September 3, 2019",80,4.9,PanicButton,"Role-Playing,Action RPG",Up to 4 ,7,32
Overcooked!,XboxOne,"August 3, 2016",80,7.0,GhostTownGamesLtd.,"Action,Simulation,Arcade,Virtual,Career",No info,13,47
Dariusburst: Chronicle Saviours,PC,"December 3, 2015",80,8.6,Pyramid,"Action,Shooter,Shoot-'Em-Up,Horizontal",No Online Multiplayer,9,13
Dariusburst: Chronicle Saviours,PlayStation4,"December 2, 2015",80,7.1,Pyramid,"Action,Shooter,Shoot-'Em-Up,Horizontal",No info,15,27
Grandia II Anniversary Edition,PC,"August 24, 2015",80,7.9,"GameArts,GungHo,SkyBoxLabs","Role-Playing,Japanese-Style",No Online Multiplayer,8,35
Assassin's Creed III,PC,"November 20, 2012",80,6.4,Ubisoft,"Action Adventure,Historic,Historic,Open-World",No info,21,2200
TMNT,GameBoyAdvance,"March 20, 2007",80,7.3,UbisoftMontreal,"Action,Beat-'Em-Up",1 Player,7,16
Madden NFL 07,PC,"August 22, 2006",80,7.3,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",2  Online,15,15
Outlast,PC,"September 4, 2013",80,8.3,RedBarrels,"Horror,Action Adventure,Horror,Survival",No Online Multiplayer,59,1743
The Chronicles of Riddick: Assault on Dark Athena,PC,"April 7, 2009",80,7.8,Starbreeze,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,26,173
From Dust,Xbox360,"July 27, 2011",80,7.6,UbisoftMontpellier,"Strategy,Miscellaneous,Adventure,General,General,General,Puzzle,General",No info,76,91
Hearts of Iron II: Doomsday,PC,"April 7, 2006",80,8.4,ParadoxDevelopmentStudio,"Strategy,Real-Time,Military,General,Military",8  Online,22,41
Dishonored: The Brigmore Witches,PC,"August 13, 2013",80,8.7,ArkaneStudios,"Action Adventure,Modern,General,Modern",No info,15,220
NBA Street Homecourt,Xbox360,"February 20, 2007",80,7.8,EACanada,"Sports,Traditional,Team,Basketball,Arcade,Arcade",2  Online,42,33
Disgaea 4: A Promise Unforgotten,PlayStation3,"September 6, 2011",80,8.7,NipponIchiSoftware,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,39,112
Virginia,XboxOne,"September 22, 2016",80,5.7,505Games,"Adventure,3D,First-Person",No info,13,44
