name,platform,r-date,score,user score,developer,genre,players,critics,users
TumbleSeed,Switch,"May 2, 2017",78,7.4,"BenedictFritz,aeiowu,TeamTumbleSeed","Action,General",No Online Multiplayer,15,50
Rogue Heroes: Ruins of Tasos,Switch,"February 23, 2021",78,8.4,HeliocentricStudios,"Role-Playing,Roguelike",Up to 4 ,18,18
Werewolf: The Apocalypse - Heart of the Forest,PC,"October 13, 2020",78,5.0,DifferentTales,"Role-Playing,Adventure,Action RPG,Visual Novel",No Online Multiplayer,11,21
SUPERHOT: MIND CONTROL DELETE,PC,"July 16, 2020",78,6.6,SUPERHOT,"Action,Shooter,First-Person,Tactical",No Online Multiplayer,34,111
The Walking Dead: The Telltale Series - The Final Season,XboxOne,"August 14, 2018",78,7.9,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,7,48
Forgotton Anne,PlayStation4,"May 15, 2018",78,7.0,ThroughlineGames,"Adventure,General",No Online Multiplayer,23,59
Call of Duty: Advanced Warfare,PC,"November 3, 2014",78,4.7,SledgehammerGames,"Action,Shooter,First-Person,Modern,Arcade",No info,18,1287
MotorStorm RC,PlayStationVita,"March 6, 2012",78,6.8,EvolutionStudios,"Driving,Racing,Simulation,Arcade,Rally / Offroad,Rally / Offroad,Automobile",No info,39,130
AstroPop,Xbox360,"March 22, 2006",78,5.5,PopCap,"Miscellaneous,Puzzle,Puzzle,General,Matching,General",1 Player,13,10
Dragon Quest VI: Realms of Revelation,DS,"February 14, 2011",78,8.4,ArtePiazza,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",2 ,41,46
Theatrhythm Final Fantasy,3DS,"July 3, 2012",78,7.8,indieszero,"Action,Miscellaneous,Rhythm,Music,Music",No info,60,123
Teleglitch: Die More Edition,PC,"July 24, 2013",78,7.0,JohammTael&MihkelTael,"Action,Shooter,Shooter,Third-Person,Shoot-'Em-Up,Sci-Fi,Sci-Fi,Top-Down",No info,18,50
Age of Empires: Mythologies,DS,"November 24, 2008",78,7.1,GriptoniteGames,"Strategy,Turn-Based,General,Historic,Historic",1-4 ,28,30
Project Warlock,PC,"October 18, 2018",78,8.4,BuckshotSoftware,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,13,52
Donkey Kong Country,GameBoyAdvance,"June 9, 2003",78,8.7,RareLtd.,"Action,Platformer,2D",,26,79
Murder by Numbers,Switch,"March 5, 2020",78,7.3,Mediatonic,"Adventure,General,Visual Novel",No Online Multiplayer,17,28
Football Manager 2021,XboxSeriesX,"November 30, 2020",78,7.4,SportsInteractive,"Sports,Team,Soccer,Management",Up to 32 ,9,11
Zero Escape: Zero Time Dilemma,PC,"June 29, 2016",78,8.0,SpikeChunsoft,"Adventure,Visual Novel",No Online Multiplayer,8,74
LEGO Marvel Super Heroes,PC,"October 22, 2013",78,8.2,TTGames,"Action Adventure,Fantasy,General,Fantasy,Open-World",No Online Multiplayer,7,187
League of Legends,PC,"October 27, 2009",78,5.2,RiotGames,"Role-Playing,Strategy,Action RPG,Real-Time,MOBA,MOBA",Up to 10 ,37,4139
Rabbids Go Home,Wii,"November 1, 2009",78,8.2,UbisoftMontpellier,"Action Adventure,Adventure,General,General,Linear",No info,50,54
"Warhammer 40,000: Mechanicus",PC,"November 15, 2018",78,8.1,BulwarkStudios,"Action,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,19,86
The Movies: Stunts & Effects,PC,"June 6, 2006",78,7.4,LionheadStudios,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,37,22
Observer,PC,"August 15, 2017",78,7.8,BlooberTeam,"Adventure,3D,First-Person",No Online Multiplayer,43,293
Moonglow Bay,XboxSeriesX,"October 7, 2021",78,tbd,Bunnyhug,"Strategy,General,Management,Business / Tycoon",No info,10,0
Mobile Suit Gundam: Extreme VS. MaxiBoost ON,PlayStation4,"July 30, 2020",78,7.6,BandaiNamcoGames,"Action,Fighting,3D",Up to 4 ,18,37
Golf Peaks,Switch,"March 14, 2019",78,7.8,Afterburn,"Sports,Puzzle,General,Individual,Golf,Arcade",No Online Multiplayer,22,16
Deus Ex: Human Revolution - The Missing Link,PlayStation3,"October 18, 2011",78,7.3,EidosMontreal,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,10,23
Asphalt 4: Elite Racing,DS,"July 6, 2009",78,7.8,Gameloft,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",1-4 ,7,6
Shaun White Snowboarding: Road Trip,Wii,"November 16, 2008",78,8.7,Ubisoft,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",No Online Multiplayer,28,23
Dynasty Warriors 4,PlayStation2,"March 25, 2003",78,9.0,OmegaForce,"Action,Beat-'Em-Up",1-2 ,24,213
Shox,PlayStation2,"November 19, 2002",78,6.4,ElectronicArts,"Driving,Racing,Rally / Offroad",1-4 ,16,7
Super Ghouls 'n Ghosts,GameBoyAdvance,"September 23, 2002",78,7.3,Capcom,"Action,Platformer,2D",1 Player,19,8
The Thing,Xbox,"September 9, 2002",78,6.3,ComputerArtworks,"Action Adventure,Horror",1 Player,21,18
Tropico: Paradise Island,PC,"February 3, 2002",78,7.5,BreakAwayGames,"Strategy,Miscellaneous,Tycoon,Management,Compilation,Tycoon,Government,Business / Tycoon",1 Player,15,23
NASCAR Heat 2002,Xbox,"November 14, 2001",78,tbd,MonsterGamesInc.,"Driving,Racing,Stock Car",1-4 ,18,0
MechWarrior 4: Black Knight Expansion,PC,"October 31, 2001",78,7.3,CyberloreStudios,"Simulation,Sci-Fi,Vehicle,Mech,Combat",1-16 ,10,9
Cool Boarders 2001,PlayStation2,"May 21, 2001",78,5.6,IdolMinds,"Sports,Alternative,Snowboarding",1-2 ,16,5
Ridge Racer V,PlayStation2,"October 25, 2000",78,7.5,Namco,"Driving,Racing,Arcade",1-2 ,20,11
NFL Blitz 2001,Dreamcast,"September 14, 2000",78,8.0,AvalancheSoftware,"Sports,Traditional,Football,Arcade",No info,15,5
Apollo Justice: Ace Attorney,DS,"February 19, 2008",78,8.0,Capcom,"Adventure,General,General,Visual Novel",No Online Multiplayer,48,109
The Surge 2,XboxOne,"September 24, 2019",78,6.7,Deck13,"Role-Playing,Action RPG",No Online Multiplayer,15,71
Rune Factory: A Fantasy Harvest Moon,DS,"August 14, 2007",78,8.2,Neverland,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,26,55
The Tomb Raider Trilogy,PlayStation3,"March 22, 2011",78,8.3,CrystalDynamics,"Miscellaneous,Compilation,Compilation",No Online Multiplayer,37,79
1001 Spikes,PlayStation4,"June 3, 2014",78,6.5,Nicalis,"Action,Platformer,Platformer,2D,2D",No info,8,37
The Walking Dead: 400 Days,PlayStation3,"July 2, 2013",78,7.6,TelltaleGames,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,12,183
Disney Guilty Party,Wii,"August 26, 2010",78,8.0,WideloadGamesInc.,"Miscellaneous,Party,Party,Party / Minigame",No Online Multiplayer,13,4
Atelier Ryza 2: Lost Legends & the Secret Fairy,PlayStation5,"January 26, 2021",78,7.6,Gust,"Role-Playing,Japanese-Style",No Online Multiplayer,16,19
Ace Combat 7: Skies Unknown,PC,"January 31, 2019",78,7.0,ProjectAces,"Simulation,Flight,Combat",Up to 8 ,14,184
Sairento VR,PC,"January 19, 2018",78,7.7,MixedRealmsPteLtd,"Action,Shooter,Light Gun",Online Multiplayer,12,40
Skylanders Imaginators,XboxOne,"October 16, 2016",78,4.9,ToysforBob,"Action,Platformer,3D",No info,14,19
Warp,PlayStation3,"March 13, 2012",78,7.3,Trapdoor,"Action,General,General",No info,7,12
Wild Arms 3,PlayStation2,"October 15, 2002",78,8.4,"Media.Vision,Contrail","Role-Playing,Console-style RPG",1 Player,30,55
Tales of Xillia,PlayStation3,"August 6, 2013",78,8.6,BandaiNamcoGames,"Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,65,475
FIFA 22,XboxSeriesX,"September 27, 2021",78,2.6,EACanada,"Sports,Team,Soccer,Sim",No info,22,77
Ken Follett's The Pillars of the Earth,PC,"August 15, 2017",78,7.9,DaedalicEntertainment,"Adventure,Visual Novel",No Online Multiplayer,20,71
Lost in Random,PC,"September 10, 2021",78,7.0,Zoink!,"Action Adventure,General",No Online Multiplayer,19,39
Shadow Warrior 2,XboxOne,"May 19, 2017",78,5.8,FlyingWildHog,"Action,Shooter,First-Person,Arcade",No info,12,26
Hatsune Miku: Project Diva F 2nd,PlayStation3,"November 18, 2014",78,8.7,Sega,"Action,Miscellaneous,Rhythm,Music",No Online Multiplayer,15,63
Karaoke Revolution Party,PlayStation2,"November 8, 2005",78,tbd,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",1-8 ,25,0
The Adventures of Cookie & Cream,PlayStation2,"April 30, 2001",78,7.4,FromSoftware,"Miscellaneous,Puzzle,Puzzle,General",1-4 ,9,13
Visage,XboxOne,"October 30, 2020",78,6.6,SadSquareStudio,"Action Adventure,Survival",No Online Multiplayer,7,27
Swords & Soldiers HD,WiiU,"May 22, 2014",78,6.4,TwoTribes,"Strategy,General",No info,11,29
Pro Evolution Soccer 2011,Wii,"November 23, 2010",78,5.9,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",No info,9,9
Tom Clancy's Rainbow Six: Vegas 2,PC,"April 15, 2008",78,7.4,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",No info,20,221
"Blast Works: Build, Trade, Destroy",Wii,"June 11, 2008",78,7.7,BudCat,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",1-4 ,30,18
In Other Waters,Switch,"April 3, 2020",78,6.6,JumpOverTheAge,"Adventure,General",No Online Multiplayer,26,19
The Room VR: A Dark Matter,PC,"March 26, 2020",78,7.6,FireproofGames,"Adventure,3D,First-Person",No Online Multiplayer,10,12
LEGO Star Wars: The Force Awakens,PlayStation4,"June 28, 2016",78,7.4,TTGames,"Action Adventure,General",No Online Multiplayer,61,159
Lone Echo II,PC,"October 12, 2021",78,8.4,ReadyatDawn,"Action Adventure,General",No info,12,9
Root Double: Before Crime * After Days - Xtend Edition,Switch,"November 26, 2020",78,tbd,Regista,"Adventure,Visual Novel",No Online Multiplayer,7,0
Yonder: The Cloud Catcher Chronicles,XboxOne,"February 27, 2019",78,7.3,PridefulSloth,"Action Adventure,Open-World",No Online Multiplayer,8,6
Arcade Spirits,PC,"February 12, 2019",78,5.4,FictionFactoryGames,"Adventure,Visual Novel",No Online Multiplayer,7,7
Musynx,Switch,"June 19, 2018",78,8.0,PMStudiosInc.,"Action,Rhythm,Music",No Online Multiplayer,7,13
